AREA;UBICACIÓN;MCC;TYPE;TAG  Motor;EQUIPAMENT DESCRIPTION;Manufacture;Model Number;Serial Number;Type2;HP;Power (KW);Voltage (V);Current (A);RPM;Frecuencia;Fase;Rendimiento/Factor de Potencia;Factor Servicio;Nema Nom Eff (Eficiencia Nominal)100%;Guar Min Eff (Eficiencia mínima);Frame;Rodam OOP DRIVE;Rodam DRIVE END;Temp Max Amb;Insul Class Clase de Aislamiento;CODE;Weight / Peso (lb.);Amb;Ope;Lub;Tip
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;BALL MILL BEARING LUBRICATION PUMP 1 ;WEG;TE1BF00X0;1016860895;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;I;na;na
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;BALL MILL BEARING LUBRICATION PUMP 2;WEG;TE1BF00X0;1016860894;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;I;na;na
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MAIN MOTOR BEARING PUMP 1 ;WEG;TE1BF00X0;1016860894;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MAIN MOTOR BEARING PUMP 2 ;WEG;TE1BF00X0;1017365793;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MOTOR LIFT OIL PUMP ;WEG;DG1BF0X0#;1017452545;NF;3.00;2.24;460;4.71;1165;60;3;NF;1.15;87.5;NF;132S;6308 - ZZ;6207-ZZ;40;F;K;NF;R;I;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;SAG MILL FEED CONVEYOR GEARBOX ;na;na;na;na;1.47;1.1;460;2.39;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;EVAPORATIVE COOLER FAN;Marathon electric;324THFS19047;na;na;30.00;22.4;460;36.00;1780;60;3;0.84;1.15;94.1;NF;324T;312;311;40;F;na;na;na;na;na;na
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;SAG MILL MOTOR A INTERNAL AIR FAN ;TECO;AEUB-PA562;MX712C1170001;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;SAG MILL MOTOR A INTERNAL AIR FAN ;TECO;AEUB-PA562;MX712C1170002;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;SAG MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B427004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;SAG MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B402004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;SAG MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B427001;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;SAG MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B426003;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;SAG MILL MOTOR B INTERNAL AIR FAN ;TECO;AEUB-PA562;LX712B125001;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;SAG MILL MOTOR B INTERNAL AIR FAN ;TECO;AEUB-PA562;LX712B125002;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;SAG MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B428004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;SAG MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B402003;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;SAG MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B402004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;SAG MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B428002;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;BALL MILL MOTOR A INTERNAL AIR FAN ;TECO;AEUB-PA562;LX712B103001;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MOTOR A INTERNAL AIR FAN ;TECO;AEUB-PA562;LX712B103002;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;BALL MILL MOTOR A INTERNAL AIR COOLING FAN;TECO;AEHB-PA561;412C405002;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412C405004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;BALL MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412C405003;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412C405001;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;BALL MILL MOTOR B INTERNAL AIR  FAN;TECO;AEUB-PA562;MX712B103002;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MOTOR B INTERNAL AIR FAN ;TECO;AEUB-PA562;MX712B103001;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;BALL MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412C405001;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412C405003;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-01;B;TAG  Motor;BALL MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412C405004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 1;SALA 205;3220-MC-205-02;B;TAG  Motor;BALL MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412C405002;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 250;Media Tensión;A;TAG  Motor;Motor molino SAG 3;TECO;AEZH-S2;KX E12A852-1;AEZH-S2;10723.86;8000;13800;408;896;60;3;0.84;1.00;97.0;95.1;1120;RENK 22-225;22-250;30;F;NF;57200 Kg;R;P;S;O
MOLIENDA LINEA 2;SALA 250;Media Tensión;A;TAG  Motor;Motor molino SAG 3;TECO;AEZH-S2;LXE12B852-1;AEZH-S2;10723.86;8000;13800;408;896;60;3;0.84;1.00;97.0;95.1;1120;RENK 22-225;22-250;30;F;NF;57200 Kg;R;P;S;O
MOLIENDA LINEA 2;SALA 250;Media Tensión;A;TAG  Motor;Motor molino BALL 4;TECO;AEZH-S2;KX E12A852-1;AEZH-S2;10723.86;8000;13800;408;896;60;3;0.84;1.00;97.0;95.1;1120;RENK 22-225;22-250;30;F;NF;57200 Kg;R;P;S;O
MOLIENDA LINEA 2;SALA 250;Media Tensión;A;TAG  Motor;Motor molino BALL 4;TECO;AEZH-S2;KX E12A852-2;AEZH-S2;10723.86;8000;13800;408;896;60;3;0.84;1.00;97.0;95.1;1120;RENK 22-225;22-250;30;F;NF;57200 Kg;R;P;S;O
MOLIENDA LINEA 2;SALA 250;Media Tensión;A;TAG  Motor;Motor de bomba de alimentacion a hidrociclones primarios;TECO;AECK-WT;E12B857-1;AECK-WT;2801.61;2090;4160;443;292;60;3;NF;1;NF;NF;1250L;NU248;NU256+6056;30;F;NF;44500KG;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;A;TAG  Motor;Motor de desplazamiento del electrodo LRS SAG 2;TECO;AEHB-UCC2P;3126559024;NF;1.01;0.75;240/415;4.3/2.5;695;50;3;NF;NF;73.5;NF;D100L;6206ZZ;6305ZZ;40;F;NF;36 Kg;L;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;A;TAG  Motor;Motor de desplazamiento del electrodo LRS SAG 2;TECO;AEHB-UCC2P;3126559026;NF;1.01;0.75;240/415;4.3/2.5;695;50;3;NF;NF;73.5;NF;D100L;6206ZZ;6305ZZ;40;F;NF;36 Kg;L;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;A;TAG  Motor;Motor de recirculacion de electroclito LRS SAG 2;WEG;M194 W 22;1012228496;NF;5.4/6.4;4/4.8;380/460;8.18/8.09;1445/1745;50/60;3;0.83/0.82;1.15;NF;NF;112M;6207-ZZ;6206-ZZ;40;F;NF;49 Kg;L;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;A;TAG  Motor;Motor de desplazamiento del electrodo LRS BALL 4;TECO;AEHB-UCC2P;3126559028;NF;1.01;0.75;240/415;4.3/2.5;695;50;3;NF;NF;73.5;NF;D100L;6206ZZ;6305ZZ;40;F;NF;36 Kg;L;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;A;TAG  Motor;Motor de desplazamiento del electrodo LRS BALL 4;TECO;AEHB-UCC2P;3126559029;NF;1.01;0.75;240/415;4.3/2.5;695;50;3;NF;NF;73.5;NF;D100L;6206ZZ;6305ZZ;40;F;NF;36 Kg;L;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;A;TAG  Motor;Motor de recirculacion de electroclito LRS BALL 4;WEG;M194 W 22;1012228496;NF;5.4/6.4;4/4.8;380/460;8.18/8.09;1445/1745;50/60;3;0.83/0.82;1.15;NF;NF;112M;6207-ZZ;6206-ZZ;40;F;NF;49 Kg;L;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;A;TAG  Motor;Motor recirculacion;GRUNDFOS;SH572629-1360;83L15213;GMA2;5.50;4.0;460;8..75;1750;60;3;0.83;NF;NF;NF;GMA2;NF;NF;NF;F;NF;33 Kg;na;na;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;A;TAG  Motor;Motor de la faja 03;SIEMENS;317-4PB90-Z;N-D41384319020001;NF;268.00;200;460;315;1792;60;3;0.84;1.15;NF;NF;na;6218C3;6218C3VL0241;40;NF;NF;1500 KG;R;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL FEED CONVEYOR BRAKE 03;EMG;203266;203266;NF;0.40;0.3;460;0.5;33.33;60;3;NF;NF;NF;NF;800-60 II;NF;NF;40;NF;D39387;19 KG;R;I;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;Motor aliemtador pebbles / PEBBLE CONVEYOR;SIEMENS;1LA52204AA90-Z;1LA52204AA90-Z;NF;57.00;42.5;460;67;1770;60;3;0.87;NF;91.2;NF;NF;NF;NF;40;F;NF;206 KG;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;Motor aliemtador pebbles / PEBBLE TRANSFER CONVEYOR;SIEMENS;NF;NF;NF;14.70;11;460;17.9;1765;60;3;0.85;NF;91.0;NF;NF;NF;NF;NF;F;NF;NF;R;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;PEBBLE CONVEYOR BRAKE;EMG;800-60-II;203266;NF;0.40;0.3;460;0.5;NF;60;3;NF;NF;NF;NF;NF;NF;NF;40;NF;NF;19 Kg;R;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL INCHING DRIVE ;TECO;AEJE-P;C12C666-2;AEJE-P;308.00;230;460;340;1785;60;3;0.88;1.15;95.8;NF;315CB;6320;6320;30;F;NF;1720 Kg;R;E;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL INCHING DRIVE BRAKE;ATV;NF;NF;TH 4 2012;67.02;50;230/400;1.2/0.7;NF;50;3;NF;NF;NF;NF;NF;NF;NF;NF;NF;NF;21 Kg;R;E;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL INCHING DRIVE ;TECO;AEJE-P;C12C666-3;AEJE-P;308.00;230;460;340;1785;60;3;0.88;1.15;95.8;NF;315CB;6320;6320;30;F;NF;1720 Kg;R;E;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL INCHING DRIVE BRAKE;ATV;NF;NF;TH 4 2012;67.02;50;230/400;1.2/0.7;NF;50;3;NF;NF;NF;NF;NF;NF;NF;NF;NF;NF;21 Kg;R;E;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL BALL FEEDER;TECO;AEUB-UCDCC;3136038007;NF;5.50;4;460;6.79;1740;60;3;NF;NF;89.0;NF;D112M;6306 ZZ;6306 ZZ;40;F;NF;54 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;GRINDING AREA DRIVE-IN SUMP PUMP;TECO;AEMB-UCB05;912C105002;AEMB-UCB05;125.00;90;460;137;1785;60;3;NF;1;94.9;NF;D280MC;NU318ECP;6316;40;F;AEMB-UCB05;755 kg;S;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;GRINDING AREA SUMP PUMP;TECO;AEMB-UCDCM;712B509002;AEMB-UCDCM;40.00;30;460;46.6;1780;60;3;NF;NF;94.0;NF;D225SC;6313;6213;40;F;AEMB-UCDCM;357 kg;S;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;A;TAG  Motor;COOLING WATER RECIRCULATION PUMP ;WEG;TE1BFOXO#;1019664850;NF;150.00;110;460;173;1790;60;3;0.84;1.15;95.2;NF;315S/M;6319-C3;6316-C3;20;F;NF;980 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;EVAPORATIVE COOLER SPRAY PUMP ;Marathon electric;MVK213TTFN16835AAL;M60013962-09/26-04;TFS;7.50;5.6;230/460;19.2/9.6;1770;60;3;0.8;1.00;91.7;NF;213JM;6309;6208;40;F;H;NF;R;I;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;EVAPORATIVE COOLER SPRAY PUMP ;Marathon electric;MVK213TTFN16835AAL;M60013962-09/26-01;TFS;7.50;5.6;230/460;19.2/9.6;1770;60;3;0.8;1.00;91.7;NF;213JM;6309;6208;40;F;H;NF;R;I;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL LOW PRESURE PUMP 1  ;WEG;PE18F0X0;1016465550;NF;49.60;37;460V;58.4;1775;60;3;0.85;1.15;93.6;NF;225S/M-04;6314-C3;6314-C3;20;F;NF;389 Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL LOW PRESSURE PUMP 2 ;WEG;PE18F0X0;1016465552;NF;49.60;37;460V;58.4;1775;60;3;0.85;1.15;93.6;NF;225S/M-04;6314-C3;6314-C3;20;F;NF;389 Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL HIGH PRESSURE PUMP 1 ;WEG;DG1BF0X0;1016465540;NF;147.40;110;460V;172;1790;60;3;0.84;1.15;95.4;NF;315S/M-04;NU319-C3;6316-C3;20;F;NF;1148Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL HIGH PRESSURE PUMP 2  ;WEG;DG1BF0X0;1016465547;NF;147.40;110;460V;172;1790;60;3;0.84;1.15;95.4;NF;315S/M-04;NU319-C3;6316-C3;20;F;NF;1148Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL HIGH PRESSURE PUMP 3 ;WEG;DG1BF0X0;1016465537;NF;147.40;110;460V;172;1790;60;3;0.84;1.15;95.4;NF;315S/M-04;NU319-C3;6316-C3;20;F;NF;1148Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL REDUCER LUBRICATION PUMP 1 ;WEG;TE1BF00X0#;1016870838;NF;10.00;7.5;460;12.3;1760;60;3;0.84;1.15;91.0;NF;132M-04;6308 - ZZ;6207-ZZ;20;F;NF;75Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL BEARING LUBRICATION PUMP 1 ;WEG;TE1BF00X0#;1016860898;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL BEARING LUBRICATION PUMP 2 ;WEG;TE1BF00X0#;1016860892;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MAIN MOTOR BEARING PUMP 1 ;WEG;DG1BF0X0#;1017365798;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MAIN MOTOR BEARING PUMP 2 ;WEG;DG1BF0X0#;1017365794;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL LOW PRESSURE PUMP 1 ;WEG;PE18F0X0;na;NF;49.60;37;460V;58.4;1775;60;3;0.85;1.15;93.6;NF;225S/M-04;6314-C3;6314-C3;20;F;NF;389 Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL LOW PRESSURE PUMP 2 ;WEG;PE18F0X0;na;NF;49.60;37;460V;58.4;1775;60;3;0.85;1.15;93.6;NF;225S/M-04;6314-C3;6314-C3;20;F;NF;389 Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL HIGH PRESSURE PUMP 1 ;WEG;DG1BF0X0;1016465545;NF;147.40;110;460V;172;1790;60;3;0.84;1.15;95.4;NF;315S/M-04;NU319-C3;6316-C3;20;F;NF;1148Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL HIGH PRESSURE PUMP 2 ;WEG;DG1BF0X0;1016465543;NF;147.40;110;460V;172;1790;60;3;0.84;1.15;95.4;NF;315S/M-04;NU319-C3;6316-C3;20;F;NF;1148Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL HIGH PRESSURE PUMP 3 ;WEG;DG1BF0X0;1016465541;NF;147.40;110;460V;172;1790;60;3;0.84;1.15;95.4;NF;315S/M-04;NU319-C3;6316-C3;20;F;NF;1148Kg;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL REDUCER LUBRICATION PUMP 1 ;WEG;DG1BF0X0;1016870843;NF;10.00;7.5;460;12.3;1760;60;3;0.84;1.15;91.0;NF;132M-04;6308 - ZZ;6207-ZZ;20;F;NF;75Kg;R;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL REDUCER LUBRICATION PUMP 2 ;WEG;DG1BF0X0;1016870844;NF;10.00;7.5;460;12.3;1760;60;3;0.84;1.15;91.0;NF;132M-04;6308 - ZZ;6207-ZZ;20;F;NF;75Kg;R;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL REDUCER LUBRICATION PUMP 3 ;WEG;TE1BF00X0#;1016870845;NF;10.00;7.5;460;12.3;1760;60;3;0.84;1.15;91.0;NF;132M-04;6308 - ZZ;6207-ZZ;20;F;NF;75Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL BEARING LUBRICATION PUMP 1 ;WEG;TE1BF00X0;na;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;I;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL BEARING LUBRICATION PUMP 2 ;WEG;TE1BF00X0;na;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;I;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MAIN MOTOR BEARING PUMP 1 ;WEG;TE1BF00X0;na;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MAIN MOTOR BEARING PUMP 2 ;WEG;TE1BF00X0;na;NF;5.00;3.7;460;6.6;1750;60;3;0.80;1.15;88.0;NF;112M-04;6207-ZZ;6206-ZZ;20;F;NF;46Kg;R;P;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MAIN MOTOR LIFT OIL PUMP ;WEG;DG1BF0X0#;1017452548;NF;3.00;2.24;460;4.71;1165;60;3;NF;1.15;87.5;NF;132S;6308 - ZZ;6207-ZZ;40;F;K;NF;R;I;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;EVAPORATIVE COOLER FAN;Marathon electric;324THFS19047;na;na;30.00;22.4;460;36.00;1780;60;3;0.84;1.15;94.1;NF;324T;312;311;40;F;na;na;na;na;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL FEED CONVEYOR GEARBOX;na;na;na;na;1.47;1.1;460;2.39;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR A INTERNAL AIR FAN ;TECO;AEUB-PA562;VY7138146002;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR A INTERNAL AIR FAN;TECO;AEUB-PA562;VY7138146001;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
